Gender,Health_Tier,Age,Coverage_5000,Coverage_6000,Coverage_7000,Coverage_8000,Coverage_9000,Coverage_10000,Coverage_11000,Coverage_12000,Coverage_13000,Coverage_14000,Coverage_15000,Coverage_16000,Coverage_17000,Coverage_18000,Coverage_19000,Coverage_20000,Coverage_21000,Coverage_22000,Coverage_23000,Coverage_24000,Coverage_25000
Female,Select 3,63,35.12,38.81,42.50,46.19,49.88,68.23,72.12,76.01,79.90,83.79,101.34,105.23,109.12,113.01,116.90,150.49,154.38,158.27,162.16,166.05,169.94,173.83,187.61
Female,Select 3,64,39.01,42.70,46.39,50.08,53.77,71.37,75.26,79.15,83.04,86.93,107.32,111.21,115.10,118.99,122.88,159.19,163.08,166.97,170.86,174.75,178.64,182.53,198.51
Female,Select 3,65,40.42,44.11,47.80,51.49,55.18,72.17,76.06,79.95,83.84,87.73,113.02,116.91,120.80,124.69,128.58,167.45,171.34,175.23,179.12,183.01,186.90,190.79,208.81
Female,Select 3,66,40.33,44.02,47.71,51.40,55.09,78.61,82.50,86.39,90.28,94.17,116.07,119.96,123.85,127.74,131.63,171.08,174.97,178.86,182.75,186.64,190.53,194.42,214.01
Female,Select 3,67,42.03,45.72,49.41,53.10,56.79,82.06,85.95,89.84,93.73,97.62,122.05,125.94,129.83,133.72,137.61,180.64,184.53,188.42,192.31,196.20,200.09,203.98,225.32
Female,Select 3,68,44.04,47.73,51.42,55.11,58.80,85.43,89.32,93.21,97.10,100.99,126.81,130.70,134.59,138.48,142.37,186.02,189.91,193.80,197.69,201.58,205.47,209.36,233.07
Female,Select 3,69,44.04,47.73,51.42,55.11,58.80,85.43,89.32,93.21,97.10,100.99,126.81,130.70,134.59,138.48,142.37,186.02,189.91,193.80,197.69,201.58,205.47,209.36,233.07
Female,Select 3,70,44.74,48.43,52.12,55.81,59.50,87.47,91.36,95.25,99.14,103.03,130.2,134.09,137.98,141.87,145.76,192.47,196.36,200.25,204.14,208.03,211.92,215.81,240.03
Female,Select 3,71,47.04,50.73,54.42,58.11,61.80,93.15,97.04,100.93,104.82,108.71,138.61,142.50,146.39,150.28,154.17,204.51,208.40,212.29,216.18,220.07,223.96,227.85,255.22
Female,Select 3,72,53.17,56.86,60.55,64.24,67.93,104.21,108.10,111.99,115.88,119.77,155.51,159.40,163.29,167.18,171.07,229.42,233.31,237.20,241.09,244.98,248.87,252.76,286.1
Female,Select 3,73,57.11,60.80,64.49,68.18,71.87,112.42,116.31,120.20,124.09,127.98,168.33,172.22,176.11,180.00,183.89,246.5,250.39,254.28,258.17,262.06,265.95,269.84,307.62
Female,Select 3,74,60.7,64.39,68.08,71.77,75.46,118.62,122.51,126.40,130.29,134.18,177.38,181.27,185.16,189.05,192.94,261.81,265.70,269.59,273.48,277.37,281.26,285.15,327.39
Female,Select 3,75,63.78,67.47,71.16,74.85,78.54,124.95,128.84,132.73,136.62,140.51,187.94,191.83,195.72,199.61,203.50,276.47,280.36,284.25,288.14,292.03,295.92,299.81,340.09
Female,Select 3,76,69,72.69,76.38,80.07,83.76,135.14,139.03,142.92,146.81,150.70,202.5,206.39,210.28,214.17,218.06,295.97,299.86,303.75,307.64,311.53,315.42,319.31,359.21
Female,Select 3,77,81.83,85.52,89.21,92.90,96.59,161.66,165.55,169.44,173.33,177.22,241.49,245.38,249.27,253.16,257.05,354.32,358.21,362.10,365.99,369.88,373.77,377.66,442.4
Female,Select 3,78,97.5,101.19,104.88,108.57,112.26,193,196.89,200.78,204.67,208.56,288.51,292.40,296.29,300.18,304.07,422.74,426.63,430.52,434.41,438.30,442.19,446.08,527.92
Female,Select 3,79,104.21,107.90,111.59,115.28,118.97,206.42,210.31,214.20,218.09,221.98,308.62,312.51,316.40,320.29,324.18,447.41,451.30,455.19,459.08,462.97,466.86,470.75,558.76
Female,Select 3,80,104.21,107.90,111.59,115.28,118.97,206.42,210.31,214.20,218.09,221.98,308.62,312.51,316.40,320.29,324.18,447.41,451.30,455.19,459.08,462.97,466.86,470.75,558.76 
